word,log_frequency,polysemy_dispersion,change_score
আলমারির,2.0828,0.1559,1.0122
রাস্তায়,3.1183,0.2105,1.0122
মাইল,2.8287,0.2127,1.0121
সার,3.4979,0.2286,1.0121
উচ্চবিত্ত,1.5185,0.0809,1.0121
শেলফ,1.3222,0.1073,1.0121
মাখামাখি,1.7559,0.1301,1.012
চুপচাপ,2.7973,0.2461,1.012
ঝিঁঝি,1.6335,0.1725,1.0119
পোঁতা,1.4314,0.1106,1.0118
পারতেন,2.4456,0.2001,1.0117
ঘি,2.0374,0.1369,1.0116
বেরু,2.5011,0.2037,1.0116
হয়েছিস,1.7482,0.1458,1.0116
হাসছিল,1.7993,0.1768,1.0116
খিঁচিয়ে,2.1553,0.1843,1.0114
দেননি,2.1461,0.1754,1.0114
আমারে,2.2068,0.2433,1.0113
দেয়ালে,2.5416,0.1639,1.0113
হাড়গোড়,1.415,0.1344,1.0113
খুলবে,1.8195,0.1454,1.0113
ভালবেস,1.959,0.1503,1.0113
সুদৃশ্য,1.9638,0.1436,1.0112
ঘুমোব,1.8062,0.1617,1.0111
আনব,2.1987,0.1807,1.0111
লিয়ে,1.8129,0.1381,1.011
তারিখে,2.0682,0.1484,1.0109
কাপুরুষ,1.8808,0.1523,1.0108
কাঁ,2.7118,0.1918,1.0108
টুকটু,1.7634,0.1296,1.0108
নিথর,2.0,0.1716,1.0108
চুইয়ে,1.3424,0.1186,1.0106
বাথরুম,2.4983,0.1874,1.0106
নৈঃশব্দ্য,1.5315,0.1177,1.0106
শুনিনি,2.2648,0.2309,1.0106
পাশ,3.3653,0.1942,1.0106
কণ্ঠে,3.1569,0.2506,1.0105
অকৃতজ্ঞ,1.5563,0.0895,1.0105
চাকরি,3.1467,0.2247,1.0105
বসেছি,2.2718,0.2254,1.0104
কোঁচকানো,1.5185,0.124,1.0103
মাস,3.2828,0.2594,1.0103
তাপে,1.5563,0.144,1.0103
আপেল,1.4914,0.1149,1.0102
বাড়াল,2.0334,0.1512,1.0102
ডিয়,1.4472,0.0686,1.0101
ছাউনি,1.9243,0.1298,1.0101
জানাব,1.7709,0.1393,1.01
থাকল,2.6484,0.2308,1.01
ট্রেন,2.4698,0.1754,1.01
থাকতাম,2.0453,0.1906,1.01
আকস্মিকতায়,1.5051,0.137,1.0099
মেজো,2.1492,0.1923,1.0098
বগলে,2.0414,0.1448,1.0098
পয়সা,3.1881,0.2225,1.0098
কপাট,1.9823,0.1716,1.0097
পথে,3.3829,0.2245,1.0097
বাঁচবে,2.1673,0.1842,1.0097
গুঁড়ি,1.9777,0.1346,1.0097
কাঁপছিল,1.7243,0.1309,1.0096
মিটমিট,2.0,0.1918,1.0096
ঝরনা,1.7482,0.1216,1.0096
দলা,2.1004,0.161,1.0095
চিবো,1.7924,0.1779,1.0095
বিষণ্ণ,2.4265,0.1773,1.0094
যেতেন,2.2253,0.1704,1.0093
থাম,3.2842,0.2336,1.0093
কালো,3.4451,0.157,1.0092
এমএ,1.5441,0.153,1.0091
পরদা,1.8062,0.1358,1.0091
জুতা,1.8129,0.1123,1.0091
বর্ষাকালে,1.4771,0.1224,1.0091
গ্রীষ্ম,2.0212,0.2091,1.0089
রান্নাঘরে,2.3118,0.2223,1.0089
ফেরার,2.5587,0.1824,1.0089
হাতড়ে,2.0086,0.1794,1.0089
কাঁধ,2.5276,0.1798,1.0089
দুর্গন্ধে,1.3617,0.1137,1.0088
চৌকো,1.7853,0.1141,1.0088
ঠেস,2.1492,0.1624,1.0088
শুলে,1.4472,0.1476,1.0088
ছুঁড়ে,2.7152,0.2046,1.0087
শেষ,3.8281,0.2517,1.0086
ক্ষুধা,2.1761,0.1929,1.0086
জামাকাপড়,2.3075,0.2023,1.0085
ভিতু,1.5441,0.1349,1.0085
শেখা,2.2695,0.1912,1.0085
গুটিগুটি,1.6628,0.1433,1.0084
এবড়োখেবড়ো,1.5441,0.1281,1.0084
দো,1.6812,0.0874,1.0084
বয়সে,2.9206,0.2296,1.0084
দুপা,2.1399,0.1678,1.0083
খসখসে,1.3979,0.1172,1.0083
বাহান্ন,1.4914,0.1257,1.0083
জানাচ্,1.6721,0.1685,1.0082
বিকেল,2.882,0.2063,1.0082
উল্লাসে,1.8976,0.159,1.0082
চোখমুখ,2.0,0.1542,1.008
কাঠিন্য,1.4472,0.1126,1.0079
ড্রইংরুমে,1.415,0.127,1.0079
চাতাল,1.5315,0.1165,1.0078
ভাবভঙ্গি,1.7924,0.1697,1.0078
দক্ষিণে,2.3243,0.1737,1.0077
বিক্রি,2.7024,0.1909,1.0077
বিঁধ,1.4314,0.1071,1.0077
পরিপা,1.7559,0.1119,1.0074
ফেলত,1.7924,0.1783,1.0074
ঢেউ,2.616,0.2019,1.0073
লাগছিল,2.4928,0.2652,1.0073
অন্ধকার,2.6415,0.1559,1.0073
ছুটে,3.2739,0.2611,1.0073
গাড়ির,2.9165,0.2339,1.0072
ভিজিয়ে,2.0294,0.1804,1.0072
বোকা,2.6884,0.226,1.0072
ময়লা,2.5611,0.102,1.0072
হাতকা,1.4314,0.06,1.0072
পেরেছেন,2.2279,0.1643,1.007
বছরে,2.5682,0.2171,1.007
তিনশ,1.3802,0.1252,1.0069
সন্ধেবেলা,1.8195,0.1794,1.0069
লেখাপড়া,2.6946,0.22,1.0069
ফোলা,1.8633,0.148,1.0069
অনুভূতির,2.0,0.1255,1.0068
ডান,2.8537,0.1797,1.0068
অনুশোচনা,1.5798,0.1111,1.0067
ক্ষীর,1.6812,0.1051,1.0067
টুকরো,2.8785,0.1854,1.0065
স্বাস্থ্যবান,1.5798,0.1882,1.0065
সারাদিন,2.7846,0.2479,1.0065
ঘোড়ায়,2.143,0.2106,1.0064
মাটি,3.4476,0.2209,1.0063
ওজন,2.2405,0.2118,1.0063
বিংশ,1.6435,0.1047,1.0062
ড্রাইভারকে,1.8976,0.164,1.0062
লিখত,1.7482,0.1503,1.0062
বিন্দুমাত্র,2.143,0.1711,1.0062
ট্রেনটা,1.9031,0.1703,1.0061
ফুঁড়ে,1.4472,0.1272,1.006
বুদ্ধিদীপ্ত,1.5051,0.1506,1.006
বেঁধে,3.0241,0.2413,1.0059
ইজিচেয়ারে,1.6721,0.1697,1.0059
জ্বালা,2.8014,0.2383,1.0057
পোলা,2.0414,0.1472,1.0057
ফ্রেমের,1.7634,0.1275,1.0057
ডাকছিল,1.5911,0.1368,1.0056
পুব,2.301,0.1673,1.0056
কাটায়,1.8751,0.1677,1.0055
বিয়ে,3.4077,0.2302,1.0055
ছেড়া,2.0,0.1015,1.0055
রুমাল,2.6571,0.2084,1.0055
শোধ,2.5105,0.2148,1.0054
স্বপ্নে,2.2833,0.1944,1.0054
শ্বেতপাথর,1.415,0.1139,1.0054
খিটখিটে,1.6128,0.1857,1.0053
বাবা,3.8035,0.3104,1.0053
জলরাশি,1.5185,0.132,1.0053
নেমন্তন্ন,2.2945,0.1704,1.0053
হতবুদ্ধি,1.6435,0.113,1.0052
বাড়,2.659,0.2849,1.0052
কারণটা,2.2455,0.1803,1.0051
বাঁদি,1.7924,0.1187,1.0051
ঘুমো,2.3385,0.1881,1.0051
ফেনা,1.7559,0.1369,1.005
বাত,2.2945,0.1603,1.005
মোলায়েম,2.0294,0.1788,1.005
নভেম্বর,1.6628,0.126,1.0048
বমি,2.0719,0.2037,1.0046
খাপছাড়া,1.4771,0.0969,1.0046
গাটা,1.8388,0.1631,1.0046
ফোঁ,2.6212,0.1937,1.0046
সন্ধ্যাবেলা,2.2672,0.1828,1.0045
প্রজাপতির,1.5798,0.1166,1.0045
লিখছি,1.9685,0.1848,1.0042
পাতা,3.2458,0.2056,1.0041
তর্জনী,1.8513,0.1565,1.0041
ঝাঁকিয়ে,1.6902,0.156,1.004
গয়া,1.699,0.1024,1.004
ব্রেকফাস্ট,1.8195,0.1763,1.0039
খুক,1.5682,0.1788,1.0039
স্পর্শে,2.0719,0.1473,1.0038
গলা,3.404,0.2738,1.0038
ফিরবে,2.2672,0.1711,1.0038
কুকুর,3.0689,0.2723,1.0037
গোছা,2.1673,0.1455,1.0036
ঢুকতে,2.0492,0.1838,1.0035
কোট,2.5092,0.119,1.0035
আবেশ,1.6128,0.134,1.0035
তুলোর,1.7482,0.1166,1.0034
জ্বালল,1.3222,0.116,1.0033
পিতল,1.8129,0.1237,1.0033
ভালুক,1.9685,0.217,1.0031
ছোঁয়া,2.1818,0.2068,1.003
হামাগুড়ি,1.7076,0.1345,1.003
বালি,2.2553,0.1733,1.0029
ঘাপ,1.699,0.1821,1.0029
ফলমূল,1.6812,0.1642,1.0029
বেল্ট,1.5682,0.1227,1.0027
পশ্চিম,2.7679,0.2184,1.0026
তিক্ততা,1.6232,0.1286,1.0026
প্যাসেজ,1.8062,0.14,1.0026
দুষ্টু,1.9345,0.1924,1.0024
লজ্জিত,2.316,0.2009,1.0023
মেঘের,2.5888,0.17,1.0021
ছায়ায়,2.281,0.1493,1.002
গলায়,3.5882,0.3359,1.0019
পেন,1.5798,0.1461,1.0019
বাসে,2.2148,0.1813,1.0019
সিঁড়ির,2.618,0.1822,1.0015
লাগানো,2.3711,0.1784,1.0014
তাকাতে,1.9868,0.1628,1.0014
দোকানে,2.8751,0.254,1.0014
পূর্ণিম,1.8751,0.186,1.0014
পাতলা,2.4281,0.1414,1.0013
গাও,1.5911,0.13,1.0013
দেখেছি,3.1501,0.2983,1.0013
শিখে,2.3729,0.2156,1.0013
খাজনা,1.9243,0.1432,1.0011
নও,2.1818,0.1865,1.0011
ধারালো,2.2279,0.1757,1.0011
তলোয়ার,1.8388,0.1249,1.0011
উত্তেজনা,2.5065,0.1893,1.0009
মর্যাদা,2.4265,0.1223,1.0009
বনে,2.6355,0.3087,1.0008
মিষ্,2.8842,0.289,1.0008
কোমরে,2.42,0.1604,1.0008
গনগনে,1.4771,0.1516,1.0008
মারলে,2.1614,0.213,1.0007
কেরোসিনের,1.7709,0.1551,1.0007
মারা,2.1818,0.2075,1.0004
অস্ফুট,2.5038,0.1917,1.0004
তাপ,2.1553,0.1887,1.0002
বাঁকানো,1.5441,0.1257,1.0002
হারিকেন,1.3424,0.0952,1.0002
অস্ত,1.9191,0.1637,1.0002
নাড়ে,2.0374,0.1749,1.0002
বসিয়ে,2.8306,0.2111,1.0001
হাঁপিয়ে,1.9494,0.1917,1.0001
বসলো,2.2878,0.1833,1.0
পরিয়ে,2.2672,0.189,1.0
পাল্লা,2.1987,0.1677,1.0
দাঁড়িয়েছিল,2.4249,0.2081,1.0
তাঁবুর,1.9294,0.1556,0.9999
ঘটেছিল,2.2529,0.2182,0.9998
হাঁটু,2.5441,0.1778,0.9998
ঘটনা,3.1424,0.2816,0.9997
ধ্বনি,2.3784,0.2022,0.9997
আড়মোড়া,1.4314,0.1479,0.9996
নিয়েছেন,2.3927,0.2362,0.9995
দাঁড়ালো,2.4116,0.1921,0.9995
এসো,3.0026,0.2604,0.9995
কৈশোর,1.7482,0.1359,0.9994
কামিয়ে,1.7324,0.1899,0.9994
তু,1.9085,0.1338,0.9993
বেড়ানোর,1.4771,0.1441,0.9993
উরু,1.3222,0.1157,0.9992
লোক,4.1253,0.3233,0.9991
হাবুডুবু,1.415,0.1533,0.9991
ছোট,3.5481,0.2724,0.9991
বেসিন,1.4472,0.1036,0.999
শোকেস,1.3222,0.1052,0.999
শোরগোল,1.7924,0.1715,0.999
চেয়ারটায়,1.8195,0.177,0.9989
লম্বা,3.1449,0.1866,0.9989
খাসির,1.3424,0.094,0.9988
নিন,2.4116,0.2129,0.9988
পৌঁছ,2.3304,0.167,0.9987
রেখেছিল,2.4829,0.2617,0.9986
জাগে,2.4594,0.1682,0.9985
দুধারে,1.9294,0.1272,0.9984
ঢিবির,1.5441,0.1088,0.9984
বেড়ে,2.8439,0.2787,0.9984
খামচে,1.5798,0.139,0.9982
ঘাটে,2.7404,0.2517,0.9982
ডানা,2.233,0.1829,0.9982
পড়ি,2.8344,0.3592,0.9982
বাক্স,2.6998,0.1686,0.9981
হুইস্কির,1.4314,0.1092,0.9981
পুত্র,2.7627,0.1796,0.998
হোয়া,1.3802,0.0835,0.998
কাঠির,1.5911,0.1176,0.998
কৌতুক,2.3802,0.1656,0.9979
রোদ্দুর,1.5441,0.1051,0.9979
স্রোত,2.5977,0.2066,0.9978
লজ্জায়,2.5403,0.2196,0.9978
সাপ,2.9908,0.2455,0.9977
ঢেউয়,2.0934,0.1746,0.9976
আছাড়,2.0645,0.1889,0.9976
ওড়ে,1.6628,0.1386,0.9976
শিহরণ,1.8062,0.1473,0.9975
নিস,1.5682,0.1316,0.9975
ভ্যাপসা,1.6232,0.1495,0.9974
কাটল,2.2945,0.2459,0.997
খুন,3.1532,0.2893,0.997
গড়াগড়ি,1.8633,0.1988,0.997
চৌকি,2.0334,0.1529,0.997
গুমোট,1.8921,0.1766,0.9969
শুয়েছি,1.5315,0.123,0.9969
ক্লান্তির,1.7076,0.1663,0.9969
লোমশ,1.6335,0.1207,0.9968
প্রতিধ্বনি,2.1461,0.1429,0.9966
দোকান,3.1755,0.2344,0.9965
ডিগবাজি,1.5911,0.1755,0.9964
একটানে,1.6532,0.133,0.9964
ঠোঙা,1.8751,0.1361,0.9963
দিতে,2.6435,0.2093,0.9962
জলে,3.1464,0.2854,0.9961
রেলিঙ,1.3979,0.1121,0.996
চাবির,2.1703,0.1737,0.996
নির্জন,2.6803,0.2158,0.996
আনাচেকানাচে,1.3222,0.116,0.9959
চুপসে,1.6628,0.132,0.9959
ঠায়,1.9956,0.2036,0.9957
সন্ধান,2.9538,0.2761,0.9957
করেছিল,3.2909,0.3722,0.9956
আঁচলে,1.9777,0.1519,0.9956
কুয়াশা,2.1399,0.153,0.9956
কৌটো,2.1139,0.1655,0.9955
চোখা,1.5441,0.1147,0.9955
সেপ্টেম্বর,1.7243,0.1274,0.9954
শোনায়,2.0294,0.1828,0.9954
ছাদে,2.4065,0.1719,0.9954
অতলে,1.8325,0.1545,0.9952
গোলাপি,1.8325,0.1275,0.9952
ছেলেমানুষি,1.9956,0.1837,0.9952
শরীর,3.4041,0.3078,0.9952
খাঁজ,1.6128,0.1282,0.9951
দাওয়ায়,2.3674,0.1964,0.9951
উই,1.7559,0.1096,0.995
সুরেলা,1.4472,0.1694,0.9948
ঘড়ির,2.3541,0.2144,0.9947
কাটবে,1.9868,0.2124,0.9947
একফা,1.5682,0.1224,0.9946
উপন্যাস,2.5551,0.2158,0.9946
লিখতে,1.3222,0.0967,0.9946
ধন্যবাদ,2.4378,0.2047,0.9946
ফিনফিনে,1.3979,0.0614,0.9945
লতাপাতা,1.6435,0.1228,0.9945
গুড়গুড়,1.3617,0.1077,0.9943
দুচোখে,1.9638,0.1759,0.9941
তিনশো,2.0294,0.1293,0.994
ধূপ,1.7076,0.135,0.9939
প্লেট,2.3118,0.1717,0.9939
ডালে,2.3096,0.161,0.9938
কিড়মিড়,1.3222,0.1213,0.9936
মহাসাগর,1.8195,0.1546,0.9936
সীমানা,2.0645,0.1834,0.9936
দরে,1.7634,0.1553,0.9936
বেগুনি,1.8633,0.1228,0.9936
চিনতে,1.5563,0.1339,0.9936
ভাস,3.1565,0.2411,0.9934
শুনেছিস,1.6721,0.1083,0.9934
ডেক,3.2536,0.2946,0.9933
বাদাম,1.9031,0.137,0.9932
ফ্লাস্ক,1.5682,0.1263,0.9932
পাঁজর,1.699,0.1522,0.9931
উঠেছেন,2.2529,0.271,0.9931
চারদিক,2.4249,0.1566,0.9931
স্রো,2.0607,0.1772,0.9929
শব্দে,2.8082,0.2226,0.9929
দুহাত,2.5551,0.1864,0.9928
করিনি,2.7709,0.2385,0.9927
ফেলব,2.2967,0.2291,0.9927
ছাদের,2.2553,0.1421,0.9926
জিলিপি,1.7924,0.1193,0.9926
গন্ধে,2.2945,0.1627,0.9926
রাস্তা,3.2047,0.2235,0.9924
দুলিয়ে,2.1614,0.2112,0.9924
ঘা,2.6263,0.2349,0.9922
নিচ্,2.1106,0.2301,0.9922
সাতআট,1.7853,0.1478,0.9922
সাইকেল,2.6637,0.1804,0.9921
নিশ্চুপ,1.9445,0.1431,0.992
শান্তশিষ্ট,1.5441,0.1444,0.9919
কেমন,3.7497,0.2589,0.9919
টাল,1.7924,0.2003,0.9918
বিব্রত,2.4031,0.2203,0.9918
ভাবেনি,1.8751,0.1444,0.9918
অপমানে,1.9542,0.1842,0.9916
চীৎক,2.1492,0.1927,0.9916
চাপড়,1.9777,0.1708,0.9916
ঘুমা,1.8921,0.1555,0.9916
শিক্ষিত,2.4609,0.1487,0.9913
আঁচড়,2.1303,0.1506,0.9913
অব্যক্ত,1.7634,0.1321,0.9912
কাপড়চোপড়,1.9031,0.1559,0.9911
চারদি,2.7723,0.2175,0.991
বেদন,2.2175,0.1536,0.991
আবৃত্তি,2.243,0.2136,0.991
হুইস্কি,1.7243,0.1266,0.9909
যাবো,2.5775,0.1841,0.9909
প্রদীপ,2.3945,0.1772,0.9909
ড্রাইভ,2.4281,0.2025,0.9908
অজ্ঞান,2.4983,0.2669,0.9907
দোতলা,2.3032,0.1765,0.9907
একগাল,2.0531,0.1934,0.9907
দিচ্ছিস,1.5185,0.1167,0.9907
ভাঙলে,1.7404,0.1692,0.9906
পরশু,2.5132,0.1771,0.9905
ভালোবাস,2.1703,0.2011,0.9905
আত্মিক,1.6812,0.0635,0.9904
স্টার্ট,1.9138,0.1772,0.9904
টাঙানো,2.0934,0.1614,0.9903
মর্নিং,1.6532,0.1121,0.9899
কাঁদল,1.5911,0.1298,0.9899
জ্যোৎস্না,2.0792,0.1434,0.9897
অকাট্য,1.5185,0.0919,0.9897
ট্রে,2.0492,0.216,0.9896
ভুট্,1.6812,0.1093,0.9895
হিংসা,2.1038,0.142,0.9895
উপত্যকা,1.6628,0.1316,0.9894
ভেজা,2.281,0.1595,0.9893
জিভ,2.5599,0.2107,0.9893
রাখল,2.6117,0.1765,0.9892
চোখেমুখে,2.3075,0.1759,0.9892
একতলা,2.0043,0.1788,0.9891
জ্যোৎস্ন,1.8062,0.1219,0.9889
বেঞ্চি,2.1106,0.1758,0.9889
কোথ,2.3385,0.1942,0.9888
পৃষ্ঠায়,1.4314,0.1321,0.9888
মাড়ি,1.6335,0.1484,0.9887
হিংস্রতা,1.3979,0.1081,0.9887
বেয়ে,2.6848,0.2122,0.9886
বাঁধানো,2.3674,0.1635,0.9886
ডেকেছি,1.8129,0.1285,0.9885
নাড়ল,2.3856,0.1838,0.9884
নারীকণ্ঠ,1.4472,0.1262,0.9884
ফ্রা,1.3424,0.1028,0.9884
ছবি,3.248,0.2956,0.9883
খটকা,2.1399,0.2028,0.9882
এঁটো,1.7559,0.1214,0.9882
লিচু,1.3802,0.1248,0.9881
ঢুকব,1.6532,0.1516,0.988
পৌঁছু,1.7782,0.1774,0.988
ভীতু,1.6128,0.1408,0.9879
গাইব,1.7993,0.1405,0.9879
লিখি,2.1903,0.2036,0.9879
হুড়মুড়,2.0792,0.1696,0.9878
বাবদ,1.5798,0.1353,0.9877
ডগায়,2.1173,0.1584,0.9876
ছিঁড়ে,2.73,0.223,0.9875
কাবাব,1.3222,0.1151,0.9875
উঠলো,2.8751,0.3572,0.9873
গিয়েছিলে,2.0086,0.1574,0.9872
রোদ,2.6484,0.1864,0.9871
দেবো,2.415,0.2394,0.9871
বারান্দায়,2.9258,0.1924,0.987
স্নায়ু,1.8751,0.1733,0.987
সেদ্ধ,1.7782,0.1167,0.987
কালি,2.3979,0.2068,0.987
আলোতে,1.7559,0.1363,0.9868
শাল,2.2672,0.1204,0.9868
টোস্ট,1.6128,0.1197,0.9867
টাটকা,1.8865,0.1342,0.9867
সন্দেশ,2.3711,0.1506,0.9866
তাগড়া,1.415,0.1416,0.9864
সিগারেটের,2.4456,0.1816,0.9862
লাজুক,2.0,0.2102,0.9862
গামছা,2.2625,0.1393,0.9861
তিনতলা,1.7076,0.1487,0.986
কাটা,3.0253,0.2519,0.9859
সুত,2.29,0.1576,0.9859
নিশ্বাস,2.9294,0.2397,0.9859
কাগজে,2.7566,0.2286,0.9858
কাঁদছিল,1.6128,0.1526,0.9858
মেঝেয়,2.1335,0.1521,0.9858
ঢ্যাঙা,1.6128,0.1477,0.9857
দৈহিক,1.9031,0.0984,0.9857
হাবভাব,1.8633,0.1802,0.9856
বাঁচল,1.7324,0.1637,0.9855
উড়ে,2.7738,0.1824,0.9855
দৈর্ঘ্যে,1.301,0.147,0.9855
বয়সি,1.6021,0.1552,0.9854
সিন্দুক,2.1335,0.1922,0.9854
খাবি,2.3674,0.1656,0.9854
মোজা,1.8261,0.1285,0.9854
উঠোন,2.4843,0.1294,0.9853
ছড়ে,1.415,0.1229,0.9852
স্বভাব,2.6857,0.1996,0.9851
মশারি,1.7076,0.1385,0.985
পত্রিকায়,2.0128,0.1696,0.985
এঁকেবেঁকে,1.716,0.1344,0.9849
সোয়া,2.0334,0.1589,0.9849
লিখেছিল,1.8633,0.1542,0.9848
অভিমানে,1.7853,0.1537,0.9848
দেখাচ্ছিল,2.0212,0.2146,0.9848
পড়েছেন,2.4669,0.2964,0.9848
দিগন্,1.8388,0.1544,0.9848
পুঞ্জীভূত,1.6335,0.123,0.9847
অতল,1.8865,0.1597,0.9847
তিনতল,1.7634,0.1542,0.9847
পাছায়,1.3979,0.139,0.9845
বিকালে,2.2148,0.1773,0.9845
যাইনি,2.1004,0.181,0.9842
মলাট,1.6721,0.1596,0.9842
কেঁপে,2.6893,0.1795,0.9841
ক্ষেত,1.9243,0.1547,0.9841
সাদাসিধে,1.6532,0.159,0.9841
হাউমাউ,1.8129,0.1789,0.984
জিভে,1.8195,0.1577,0.984
শার্টটা,1.3222,0.1002,0.984
