word,log_frequency,polysemy_dispersion,change_score
বৈশাখী,1.3617,0.1123,1.1752
দুর্গ,2.8007,0.1753,1.1751
সুন্দরভাবে,1.3617,0.0764,1.175
জুয়,1.716,0.1592,1.175
জবানবন্দি,1.9912,0.188,1.175
সংগৃহীত,1.5563,0.0753,1.175
উপস্থিতি,2.0294,0.1599,1.1749
সত্যতা,1.3979,0.0839,1.1749
জোসেফ,1.7076,0.0789,1.1749
প্রতিশ্রুতি,2.0294,0.167,1.1749
মণি,2.4487,0.1627,1.1749
বেঞ্চে,1.6435,0.1397,1.1749
ডিরেক্টর,1.5051,0.0808,1.1748
তিব্বতি,1.4624,0.1052,1.1748
হুম,1.6128,0.0852,1.1748
ডিফেন্স,1.3802,0.1029,1.1747
ঠেকা,1.8921,0.1745,1.1747
যুবক,2.9063,0.2436,1.1747
অনাথ,2.534,0.1769,1.1747
মামলায়,1.9445,0.1951,1.1746
কোয়ার্,1.6721,0.1194,1.1746
কৌশলে,2.0755,0.1736,1.1745
লাইন,2.7202,0.1803,1.1745
সেজন্য,2.248,0.1283,1.1745
বাদ,2.8716,0.1521,1.1745
লাশ,2.29,0.1989,1.1745
রাবণ,1.9031,0.1483,1.1744
তাড়া,2.7649,0.1997,1.1744
উদ্দেশ,2.4487,0.1441,1.1744
দরুন,2.2718,0.1605,1.1744
আঙুর,2.3711,0.1747,1.1744
আজো,2.5416,0.1018,1.1743
আবদুল,2.3979,0.0888,1.1742
দেখানো,2.2455,0.1312,1.1742
ঠিকঠাক,1.7993,0.1273,1.1741
অনুসন্ধান,2.4082,0.23,1.1741
বেগ,2.3181,0.1744,1.174
ভাবি,2.7566,0.2249,1.174
মসজিদে,1.699,0.0772,1.1739
ভবিষ্যৎ,2.4518,0.1171,1.1739
চালানোর,1.4472,0.0744,1.1739
চাচি,2.0969,0.1979,1.1739
লুক,1.5185,0.0727,1.1739
সমন্বিত,1.4624,0.0491,1.1738
ডিভিশন,1.7243,0.1241,1.1738
অনিমেষ,2.1584,0.1461,1.1738
প্রস্তাব,2.7101,0.1869,1.1737
সমিতি,1.7404,0.0965,1.1737
খুঁজি,1.7634,0.1531,1.1736
পাঞ্জাবী,1.9345,0.1594,1.1736
জেল,2.8681,0.217,1.1736
বডি,1.6335,0.1491,1.1736
মহিম,2.0607,0.1693,1.1735
নিবিড়,2.3617,0.1644,1.1735
উদ্ধার,1.6532,0.0919,1.1735
জায়গাতে,1.8751,0.1186,1.1735
ওতে,2.3927,0.1873,1.1734
রানি,1.6435,0.1363,1.1734
একান্ত,2.6274,0.1302,1.1733
বুলেট,1.6435,0.1309,1.1733
তৈরির,1.8062,0.1556,1.1733
টিকিয়ে,1.3617,0.081,1.1732
সাধক,2.1553,0.1283,1.1732
এক্সপ্রেস,1.6021,0.1344,1.1732
বলি,3.5197,0.2329,1.1731
তুষার,2.3243,0.1744,1.173
শিল্পী,2.3655,0.0961,1.173
দেশীয়,1.7559,0.0589,1.1729
সৈনিক,2.4082,0.2284,1.1729
মেজাজে,1.6628,0.0834,1.1728
মাইকেল,1.3979,0.0684,1.1727
রাজী,2.5391,0.1688,1.1727
পরক্ষণে,2.3464,0.1588,1.1727
এড়া,1.9085,0.1565,1.1727
অর্থে,2.301,0.0632,1.1726
যেভাবে,2.4843,0.1439,1.1726
সীম,1.8573,0.1665,1.1725
ব্যাস,1.8195,0.0713,1.1725
নিয়ত,1.9138,0.093,1.1725
খেয়াল,2.8645,0.1557,1.1724
মৈত্রী,1.3979,0.0519,1.1724
হাইকোর্ট,1.6232,0.099,1.1723
নেতা,2.7966,0.188,1.1723
বেজ,1.5185,0.0772,1.1723
অঙ্গ,2.49,0.1544,1.1723
রোম,1.6021,0.0834,1.1723
মাতামাতি,1.7924,0.1505,1.1723
নিক,1.8451,0.1431,1.1722
মিটা,1.5441,0.1063,1.1722
আমন,1.6232,0.0713,1.1721
ভঙ্গুর,1.301,0.0838,1.1721
শর্মা,1.9685,0.1409,1.172
বাহবা,1.9294,0.2224,1.172
ছড়ি,1.9294,0.158,1.172
বাড়ালে,1.4771,0.1065,1.1719
মোটামু,2.5132,0.2358,1.1719
অংশীদ,1.7853,0.1077,1.1719
সিনেম,2.0645,0.2154,1.1718
জারি,1.9777,0.1231,1.1717
রামায়ণ,2.0374,0.1618,1.1717
সেনের,2.5328,0.247,1.1717
স্পা,1.3617,0.0518,1.1717
এভাবে,2.847,0.1469,1.1716
তরুণীর,1.7993,0.1674,1.1716
দেও,2.2765,0.2089,1.1716
কোষ,1.4624,0.0906,1.1715
ঘোষণ,1.301,0.0527,1.1715
পড়াশোনা,1.6812,0.1094,1.1714
অজয়,1.415,0.0617,1.1712
অর্পণ,1.5441,0.0887,1.1712
হারাল,1.3222,0.0492,1.1712
সিঙ্গাপুরে,1.415,0.0844,1.1711
গুরুত্বপূর্ণ,1.8195,0.0625,1.1711
পরিষ,1.6021,0.0888,1.171
সালে,2.3997,0.1601,1.171
তরে,2.0969,0.1937,1.171
তান্ত্রিক,1.8921,0.0598,1.171
ভবনে,1.4624,0.0903,1.171
দিশাহা,1.7924,0.1522,1.1709
কেন্দ্র,2.2945,0.1007,1.1709
ইউরোপীয়,1.5051,0.0564,1.1709
শেয়,1.9138,0.1399,1.1707
ইংরিজি,2.0492,0.2235,1.1707
হীর,2.6201,0.2442,1.1707
বুলি,2.2672,0.1482,1.1706
পাল্টে,1.6435,0.1096,1.1706
কিল,2.0294,0.2011,1.1705
কুলি,2.5159,0.1957,1.1705
আপা,2.6884,0.2242,1.1705
মঞ্চে,1.6902,0.1078,1.1705
আঁখি,1.8451,0.205,1.1705
গোপাল,2.3711,0.1768,1.1704
ক্যান,2.0719,0.1155,1.1704
আসামি,1.9868,0.1793,1.1703
বিরোধী,2.0899,0.1176,1.1703
পিস,1.3424,0.1032,1.1703
প্রেমিক,2.2014,0.1246,1.1702
অন্যতম,2.2553,0.0794,1.1701
শুরুতে,1.3979,0.0613,1.1701
ঝি,2.3802,0.2578,1.17
নন্দিনী,1.5185,0.0774,1.17
একদম,2.6191,0.1812,1.17
পাওয়ায়,1.5051,0.0881,1.17
কয়েদি,2.4728,0.227,1.17
তল্লাশি,1.3802,0.0952,1.17
বিস্তারিত,1.8062,0.1424,1.17
অদূরে,2.4314,0.1724,1.17
সান্ধ্য,1.3424,0.1126,1.1699
দূত,2.1399,0.1533,1.1699
সভাপতি,2.1523,0.0931,1.1699
সাক্ষ্য,2.2405,0.0653,1.1699
মহীতোষ,2.5237,0.223,1.1698
অমৃত,2.4281,0.1749,1.1698
আক্রান্ত,1.7634,0.1825,1.1697
ম্যা,1.716,0.1677,1.1697
ঈশ্বর,2.945,0.1663,1.1697
দৃঢ়ভাবে,1.6335,0.1266,1.1697
যেটি,1.5051,0.0928,1.1696
পুলিস,2.4829,0.2342,1.1695
বিবৃতি,1.8195,0.1321,1.1695
সুবিধা,2.433,0.1883,1.1695
চাঁদে,1.8751,0.1798,1.1694
বৈদেশিক,1.5051,0.081,1.1694
একরকম,2.5729,0.1732,1.1693
তৃতীয়,2.6085,0.241,1.1693
মোল্লা,1.9777,0.0797,1.1693
ছত্রিশ,1.6128,0.1341,1.1692
হোম,1.7634,0.1081,1.1692
ফাঁ,2.8395,0.1935,1.1692
দিল্লীর,1.7709,0.0977,1.1691
সাদেক,2.0253,0.165,1.1691
ফ্রি,1.7782,0.1483,1.1689
রেওয়াজ,1.9494,0.1437,1.1689
সাথী,1.9395,0.148,1.1689
ল্যাবরেটরি,1.9085,0.1585,1.1689
নানাবিধ,1.7853,0.1561,1.1688
অকাল,1.3617,0.0856,1.1688
ভট্টাচার্য,2.1239,0.1523,1.1687
গেলো,2.2014,0.1911,1.1687
মনিব,2.2788,0.1517,1.1686
জেনারেল,2.0374,0.1185,1.1686
তৎক্ষণাৎ,2.5065,0.1672,1.1685
আসছি,1.7559,0.1301,1.1685
আদলে,1.3979,0.0683,1.1685
মোহাম্মদ,2.2625,0.0808,1.1685
কিশোরী,2.0864,0.2025,1.1685
প্রিয়,2.5877,0.1713,1.1684
স্লিপ,1.6021,0.1186,1.1684
অজুহা,1.5441,0.082,1.1684
গরুর,2.1072,0.1821,1.1683
মস্তিষ্,1.5911,0.1025,1.1683
রজনী,1.9638,0.126,1.1683
ইতিমধ্যেই,2.1004,0.1307,1.1682
গাইড,1.4314,0.0828,1.1682
সম্মেলনে,1.5185,0.0874,1.1682
সাধন,2.7672,0.2177,1.1681
কবি,3.1424,0.1597,1.1681
ব্রাউন,1.8692,0.1695,1.1681
পূর্বাভাস,1.4624,0.1012,1.1681
মিল,2.902,0.2368,1.168
ফাঁকি,2.5527,0.1662,1.168
ভিত্তি,2.4133,0.0772,1.168
বায়না,2.1523,0.1581,1.1679
উহ,2.017,0.1796,1.1679
নায়েব,2.1461,0.1543,1.1679
শুভ,2.1038,0.1455,1.1679
হেড,1.959,0.171,1.1679
শীঘ্র,2.4298,0.1631,1.1679
দ্বিগুণ,2.0294,0.1652,1.1678
আওয়ামী,2.6767,0.1805,1.1678
চলাচল,2.0253,0.1979,1.1678
সিদ্ধ,1.9868,0.1319,1.1678
হ্যামিলটন,2.0043,0.15,1.1677
চাকর,2.9289,0.2404,1.1677
মোয়াজ্জেম,1.3802,0.0599,1.1677
নিরাপত্তা,1.9638,0.1277,1.1677
জগদীশ,1.8062,0.0875,1.1676
আস্ত,2.4564,0.1916,1.1676
পরিদর্শন,1.6335,0.1186,1.1676
দরবারে,1.9542,0.0745,1.1676
অনিচ্ছুক,1.4624,0.0616,1.1676
এনায়েত,1.3802,0.0436,1.1675
সেইখানে,2.1584,0.1368,1.1675
অয়েল,1.6335,0.1372,1.1675
সীমিত,1.7404,0.062,1.1675
হাই,2.4298,0.225,1.1675
চোট,1.9823,0.2027,1.1674
প্রশ্নোত্তর,1.3617,0.0644,1.1673
ফোনে,2.0453,0.1764,1.1672
ভাগ্য,2.7152,0.1707,1.1672
গৌড়,2.0043,0.0895,1.1671
আনতে,1.4472,0.0997,1.1671
সিক,1.5315,0.1262,1.167
অংশুমান,2.2068,0.1933,1.167
সাথে,3.2582,0.2203,1.167
কবুল,1.9085,0.1442,1.167
অমূল্য,2.1239,0.1462,1.1669
পর্দায়,1.6902,0.1088,1.1669
ছন্দে,1.9191,0.1798,1.1669
আশ্রম,2.4942,0.1794,1.1668
মাহবুব,1.5563,0.1118,1.1667
দুর্ভোগ,1.6435,0.0891,1.1667
সুকুমার,1.9085,0.1563,1.1667
ফলাফল,1.7634,0.1063,1.1667
সার্জেন্ট,1.4314,0.1268,1.1666
মুখোপাধ্যায়,1.6435,0.0914,1.1666
হাসপাতাল,2.4814,0.1843,1.1666
লীগ,2.9494,0.1899,1.1665
বুড়োর,2.1818,0.1975,1.1665
সির,1.3802,0.0945,1.1665
ইদ্র,2.4031,0.1846,1.1665
নিশ্চয়,3.5041,0.1905,1.1664
পিকনিক,1.8451,0.1148,1.1664
বাধা,3.17,0.1503,1.1664
আমূল,1.5441,0.1229,1.1664
পরিমাণ,2.243,0.2542,1.1664
তোয়াক্কা,1.6335,0.1275,1.1664
নীর,2.8451,0.1621,1.1663
মাউন্ট,1.415,0.1235,1.1662
সাধ,2.6785,0.199,1.1662
যমুন,1.6812,0.0866,1.1662
চালান,2.3118,0.1788,1.1662
লাতিন,1.415,0.0685,1.1661
আহাদ,1.4624,0.0842,1.1661
দাখিল,1.6532,0.105,1.166
বনানীর,1.6335,0.0976,1.166
ভবানীপুর,1.699,0.119,1.166
বিনিময়,2.1004,0.163,1.1659
চৌধুরি,1.5315,0.1016,1.1659
রিপোর্,1.6232,0.1363,1.1659
জোরদ,1.3222,0.0495,1.1659
জিত,2.0864,0.1574,1.1658
লেকচ,1.4624,0.0905,1.1658
অল্প,2.9675,0.2021,1.1658
যুক্তিতর্ক,1.6335,0.0689,1.1658
অভিনয়,2.6222,0.2497,1.1657
নির্গত,1.7076,0.1125,1.1657
ঐশ্বর্য,2.444,0.1036,1.1657
ডোর,1.4914,0.0691,1.1657
দান,2.8222,0.1392,1.1657
রক্ষা,2.8837,0.1494,1.1656
পোস্,1.6532,0.1499,1.1656
মুজিব,1.6532,0.1069,1.1656
পাইলে,2.0043,0.2109,1.1655
জাপান,1.7482,0.0981,1.1655
প্রতিব,1.6435,0.0797,1.1655
সুবোধ,2.3284,0.1979,1.1655
ভাটা,1.9912,0.1795,1.1655
যতদূর,2.4955,0.1764,1.1654
অসাধারণ,2.2455,0.1558,1.1654
নামকরণ,1.7559,0.0496,1.1653
আজক,2.9538,0.2057,1.1653
কমলেশ,1.8062,0.1485,1.1652
থিওরি,1.301,0.0533,1.1652
বহুদিন,2.4997,0.1455,1.1652
জাদু,1.9868,0.1261,1.1652
আনুষঙ্গিক,1.6232,0.065,1.1651
আল্লা,2.3617,0.2115,1.1651
নোক,1.7324,0.1009,1.1651
পাত্র,2.5966,0.2442,1.1651
একদি,2.5575,0.158,1.1651
নিষ্পত্তি,1.3617,0.092,1.165
আসমান,1.7076,0.1152,1.165
কুন্তলা,2.1004,0.1782,1.165
এদেশ,2.5809,0.1514,1.165
দুম,2.0934,0.2022,1.165
ডা,1.9868,0.096,1.165
কঠিন,3.0708,0.1561,1.1649
সত্যবতী,2.0755,0.1907,1.1649
যিশুর,1.301,0.0585,1.1649
শিক্ষা,2.7474,0.149,1.1648
আধুনিক,2.6053,0.0854,1.1648
অটল,2.1271,0.1398,1.1647
সাপে,1.6721,0.1466,1.1647
সেইজন্য,1.8513,0.0953,1.1647
দীর্ঘকাল,2.2014,0.1548,1.1647
একখানা,2.9703,0.1772,1.1646
দোলা,2.1959,0.1772,1.1645
গান্ধীর,1.3617,0.0632,1.1645
সামনাসামনি,1.8513,0.1506,1.1645
যাবতীয়,2.2068,0.173,1.1645
ঝুঁকি,1.6628,0.1173,1.1643
দুর,2.1644,0.161,1.1643
পুরোহিত,1.8325,0.0953,1.1643
ক্যাপ্ট,2.1644,0.1628,1.1643
বিস্ত,2.3201,0.1271,1.1643
ঘুঘু,1.9191,0.2046,1.1642
আরো,3.3105,0.1723,1.1642
যেদিন,2.7931,0.2021,1.1641
দোসর,1.716,0.0945,1.1641
চড়া,2.4814,0.1799,1.1641
প্রাঙ্গণ,1.3979,0.0987,1.1641
সীতা,2.1523,0.1736,1.1639
সামরিক,2.0645,0.1415,1.1639
হোমস,1.301,0.0474,1.1639
দেশি,1.7076,0.1523,1.1638
আহ,2.4393,0.2356,1.1638
ওঠানামা,1.6128,0.1168,1.1638
লুৎফর,1.9685,0.1113,1.1638
রক্ষী,2.0043,0.1679,1.1638
রেবা,1.3617,0.0926,1.1637
শুদ্ধ,2.29,0.157,1.1637
আত্ম,2.3747,0.1221,1.1637
আরোহী,1.7709,0.1526,1.1637
কল্যাণে,1.7243,0.0661,1.1637
সুদীর্ঘ,2.0492,0.1317,1.1636
শা,1.3802,0.0399,1.1636
লেক,1.8325,0.1198,1.1636
পোল,1.5315,0.1038,1.1635
তওবা,1.5441,0.096,1.1635
একযোগে,1.6435,0.1682,1.1634
অধিকারীর,1.5051,0.1006,1.1634
দীনেশ,1.5441,0.1151,1.1634
কোম্পানি,2.2122,0.1512,1.1634
দীর্ঘদিন,2.1732,0.1552,1.1634
ক্যাবিনেট,1.3424,0.1011,1.1634
সেও,3.0017,0.1258,1.1633
ঋণ,2.0934,0.189,1.1633
হাতে,2.382,0.1456,1.1633
জাত,2.9079,0.2354,1.1633
সিনিয়র,1.4472,0.0836,1.1633
এলাকা,2.0607,0.1798,1.1632
কারবার,2.5119,0.1919,1.1632
ঠাকুরপো,1.8692,0.1383,1.1632
আমেরিকায়,1.7243,0.1239,1.1631
তাড়াহুড়ো,1.7782,0.1286,1.1631
বিধির,1.3617,0.0898,1.1631
হেঁ,2.3139,0.178,1.1631
অফিস,2.7959,0.2014,1.1631
বেশ্যা,1.7853,0.1237,1.1631
আড়ি,1.7634,0.1707,1.163
কাশবন,1.4771,0.1024,1.163
হাবা,1.5051,0.1204,1.1629
লড়াইয়,1.716,0.1023,1.1629
নাড়ু,1.9031,0.139,1.1629
লিভ,1.3802,0.0985,1.1629
ব্রিটিশ,2.1761,0.1423,1.1628
অলঙ্ক,1.8573,0.159,1.1628
চিনি,2.734,0.1869,1.1628
কতকাল,2.1072,0.1392,1.1627
আকারে,2.2577,0.1718,1.1626
ধরুন,2.2504,0.111,1.1626
অকারণে,2.3365,0.1683,1.1626
কাফে,2.2095,0.1916,1.1626
কারখ,2.4099,0.2017,1.1625
শঙ্কিত,2.1206,0.154,1.1625
বেগম,2.6274,0.2761,1.1625
অনন্ত,2.2788,0.1795,1.1625
দোহা,2.3997,0.2028,1.1625
আক্রমণে,1.6435,0.1327,1.1625
নিরাপদ,2.3464,0.192,1.1625
ফাদা,1.9638,0.1867,1.1625
পঞ্চানন,1.9912,0.1413,1.1624
সোজাসুজি,2.2355,0.1271,1.1624
পাকিস্তানি,1.3802,0.0616,1.1624
ফিরি,2.3324,0.2152,1.1624
দালাল,1.9085,0.1303,1.1624
শিবু,2.4843,0.1802,1.1624
তেত্রিশ,1.6902,0.1132,1.1623
সায়েন্স,1.415,0.0755,1.1623
জন্মদিনে,1.7853,0.1325,1.1623
শক্তিশালী,1.9294,0.0858,1.1623
বলরাম,1.4771,0.0898,1.1622
উইল,2.4048,0.1636,1.1622
বাধিয়ে,1.6532,0.141,1.1622
ডেপু,1.8513,0.1253,1.1622
মহাত্মা,1.9085,0.0966,1.1622
বক্তৃতা,2.5428,0.2241,1.1621
কেমনে,1.8451,0.221,1.1621
শামিল,1.6435,0.0714,1.1621
উস,1.7404,0.1123,1.1621
একখানি,2.3927,0.1455,1.162
নেমেছেন,1.3802,0.055,1.1619
পানে,2.9484,0.2227,1.1619
উঠি,2.8414,0.2643,1.1618
আদেশ,2.6884,0.2067,1.1618
যেহেতু,2.2648,0.0905,1.1618
সরকারি,2.5079,0.1531,1.1618
দারোগা,2.5832,0.2094,1.1617
ডায়াল,1.3222,0.1485,1.1617
পিন্টু,1.9294,0.1586,1.1617
হৈমন্তী,3.0788,0.2663,1.1617
বঙ্গবন্ধু,2.0531,0.1133,1.1617
কোনও,2.0864,0.2185,1.1616
টেলিগ্রাফ,1.3979,0.093,1.1616
পুতুল,2.7782,0.2145,1.1616
লিখছ,1.6532,0.1158,1.1615
ঘণ্টায়,1.7482,0.177,1.1615
রণজিৎ,1.8062,0.1407,1.1614
খাস,2.356,0.1896,1.1614
চিড়িয়াখানা,1.5185,0.0777,1.1614
কার্যত,1.4771,0.053,1.1614
ভিজ,1.5682,0.1304,1.1614
সার্টিফিকেট,1.7634,0.1421,1.1613
কুন্তল,1.5682,0.1151,1.1612
দেওয়ায়,1.5051,0.0812,1.1611
প্রচারিত,1.7482,0.0686,1.1611
বিদ্যমান,1.7782,0.071,1.1611
ঋতু,1.6021,0.1385,1.1611
মোহর,2.1239,0.2125,1.161
একটুখানি,2.5694,0.2139,1.161
দায়,2.6149,0.1928,1.161
শুধুমাত্র,1.9138,0.056,1.161
স্লোগান,1.5682,0.0785,1.161
পাঠ,2.4942,0.1574,1.161
অজ্ঞাত,2.3284,0.113,1.1609
বন্দী,2.415,0.2239,1.1609
ঝুলি,1.6902,0.093,1.1609
সমান,2.749,0.1841,1.1608
সুখবর,1.4472,0.0599,1.1608
উত্তপ্ত,1.9638,0.1477,1.1608
সম্ভাবনা,2.6385,0.1733,1.1608
প্রশ্নে,2.2279,0.196,1.1607
গতির,1.5798,0.0923,1.1606
বাড়ানো,1.6812,0.1275,1.1606
নিয়ন্ত্রিত,1.699,0.0583,1.1605
কঙ্কাল,2.3139,0.1684,1.1604
আলী,2.7185,0.129,1.1604
খাদে,1.7924,0.1948,1.1604
জগা,1.7853,0.1527,1.1604
রাতভর,1.5682,0.1283,1.1604
এইব,2.5551,0.1372,1.1603
কার্তিক,2.0645,0.2341,1.1603
প্রাইভেট,2.0792,0.181,1.1603
বেত,2.0645,0.1383,1.1603
বাড়িয়,1.6021,0.0934,1.1602
বিষম,2.3617,0.2075,1.1602
তোমা,3.2808,0.1525,1.1602
দুর্ধর্ষ,1.8388,0.1051,1.1602
অনুপস্থিতি,1.8062,0.1374,1.1602
জ্ঞান,3.0469,0.2063,1.1602
দেখবো,1.7243,0.137,1.1601
হারানো,2.0453,0.1772,1.1601
তালিকা,1.9638,0.1197,1.1601
নায়িকা,1.5315,0.0587,1.16
লাউ,1.4472,0.1168,1.1599
ভাষণ,1.6128,0.1058,1.1599
মোড়ল,2.0043,0.1249,1.1599
ফেলিক্স,1.3222,0.068,1.1599
টাইগ,1.6435,0.1148,1.1598
আইনে,1.8808,0.1535,1.1598
ব্যবধান,2.1903,0.1865,1.1598
জমিন,1.5911,0.1424,1.1598
টেক্কা,1.7709,0.1398,1.1597
রোমাঞ্চিত,1.8195,0.128,1.1597
মাপ,2.4281,0.1974,1.1597
খুনী,2.3054,0.233,1.1596
পরিস্থিতির,1.6532,0.1758,1.1596
মক্কা,1.5563,0.0993,1.1596
প্রত্যাবর্তন,1.7324,0.1582,1.1596
রাষ্ট্রীয়,1.7076,0.0662,1.1595
চট্টগ্রামে,1.9638,0.1032,1.1594
গ্রীন,1.3617,0.0734,1.1594
আয়োজন,2.5899,0.2437,1.1594
হুজুর,2.8096,0.2181,1.1593
অতর্কিত,1.7243,0.201,1.1593
অফিসে,2.8,0.1927,1.1593
বাংলায়,2.4014,0.2026,1.1593
তাবিজ,1.3979,0.1092,1.1592
এসব,3.3304,0.2202,1.1592
নীতীশ,1.4314,0.0691,1.1592
খাইব,1.4624,0.1499,1.1592
রীতিমত,2.2833,0.194,1.1591
হাট,2.3747,0.1771,1.1591
শ্রীকান্ত,1.5051,0.0976,1.1591
বিদঘুঁটে,1.415,0.1162,1.1591
মুলুক,1.7924,0.0847,1.159
প্রফুল্ল,1.6902,0.0833,1.1589
বিদ্রোহী,1.8751,0.0992,1.1589
অন্দর,1.9823,0.1704,1.1589
কথাকাটাকা,1.301,0.0689,1.1589
প্রত্যাশা,2.0969,0.1201,1.1589
বিকল্প,1.6435,0.0663,1.1589
ঈদ,1.4771,0.0746,1.1588
নামাজ,2.3243,0.1928,1.1588
প্রাণে,2.49,0.1964,1.1588
কই,3.0224,0.1861,1.1588
ম্যাগাজিন,1.3802,0.149,1.1588
স্বার্থে,1.9345,0.0814,1.1588
প্রতিবেশী,2.2014,0.1723,1.1588
কমলেশের,1.3979,0.0844,1.1587
বহুব,1.9494,0.1417,1.1587
গুটি,2.0828,0.1819,1.1587
বিলি,1.7404,0.148,1.1587
আঞ্চলিক,1.9191,0.0636,1.1587
ঘনিষ্ঠতা,2.2148,0.2047,1.1586
দুর্ঘটনায়,1.3424,0.1039,1.1586
উপরন্তু,2.0645,0.0873,1.1586
কালু,2.1303,0.2125,1.1586
মুসলমান,3.0874,0.1567,1.1586
চললে,2.0212,0.1351,1.1586
পরিস্থিতি,2.1106,0.1759,1.1586
বউয়,2.4232,0.2209,1.1586
পকেটম,1.6435,0.1652,1.1585
একক,1.9956,0.1021,1.1585
আশঙ্কা,2.4133,0.2043,1.1585
সচেতন,2.3404,0.1167,1.1585
ভিক্ষা,2.1038,0.1525,1.1584
মহা,2.4298,0.2251,1.1584
পাঠান,2.1818,0.1009,1.1583
ফাঁদ,2.1239,0.2323,1.1583
বাংল,2.7723,0.1555,1.1583
জনা,2.0253,0.195,1.1583
হয়েছিলো,1.4624,0.0777,1.1583
কারাগারের,1.6532,0.1285,1.1583
স্থানীয়,2.2648,0.162,1.1583
পাঁচা,1.5682,0.0898,1.1583
ময়দানে,1.7924,0.1208,1.1582
নড়বড়ে,1.699,0.114,1.1581
প্রতিমা,1.6128,0.0925,1.1581
দুনিয়,2.5717,0.1937,1.1581
ম্যানেজার,1.9542,0.1585,1.1581
ছেলেটি,2.6345,0.2071,1.158
বিষয়ে,2.938,0.1826,1.158
টাইপ,2.1106,0.1907,1.158
নির,1.8921,0.1218,1.1579
সবুর,1.8751,0.1512,1.1579
জাদুকর,2.1038,0.1772,1.1579
জাঁদরেল,1.8261,0.1778,1.1577
নবীর,1.6902,0.1604,1.1577
প্রিন্সিপাল,1.3617,0.089,1.1577
গুণে,2.233,0.1386,1.1576
বাস,3.0358,0.167,1.1576
পেলো,1.5051,0.0909,1.1576
বন্দনা,1.7993,0.1231,1.1576
বিজ্ঞান,2.4857,0.0891,1.1576
শুষ্ক,2.2014,0.1477,1.1576
জের,2.233,0.1297,1.1576
ত্রু,2.3483,0.1435,1.1574
লিস্ট,1.4771,0.0991,1.1574
নির্দেশ,2.7796,0.2272,1.1574
চেঞ্জ,1.415,0.065,1.1574
সুজাতা,2.3118,0.1888,1.1574
ব্যতীত,2.0607,0.0762,1.1573
তাছাড়া,2.9965,0.1376,1.1573
ফ্রান্সে,1.3424,0.049,1.1572
পরামর্শে,1.699,0.0975,1.1572
প্রেমের,2.7627,0.1917,1.1571
সহায়,1.9823,0.0874,1.1571
কাম,2.5988,0.1535,1.1571
বিষ্ণুর,1.8921,0.1415,1.1571
প্রতিক্রিয়া,2.0294,0.1164,1.157
রাশ,1.9138,0.1144,1.157
নির্বাচনে,1.6532,0.0932,1.1569
একখান,1.4472,0.0982,1.1568
নির্বাচন,2.1335,0.123,1.1568
আনন্দিত,2.0607,0.1368,1.1567
ধাক্কায়,2.0755,0.1674,1.1567
আহম্মদ,1.6335,0.187,1.1567
বাজারে,2.7135,0.1945,1.1566
তবিয়,1.3222,0.0842,1.1566
অঙ্গনে,1.4472,0.0951,1.1566
পেপ,1.3424,0.0975,1.1566
আশ্রমে,2.1206,0.1674,1.1566
পাত,2.5441,0.1701,1.1565
পালোয়ান,1.5798,0.1059,1.1565
রাজপথ,1.7243,0.1419,1.1565
হচ্ছিল,2.9465,0.2783,1.1565
ময়নাতদন্ত,1.3802,0.1392,1.1564
সেসময়ে,1.5563,0.0922,1.1564
হেমন্ত,1.9542,0.1437,1.1564
মার্ডার,1.699,0.1207,1.1564
চটে,2.3979,0.2028,1.1564
ন্যায়,2.6981,0.171,1.1563
যেরকম,2.2672,0.1863,1.1563
সময়ে,3.2082,0.1392,1.1563
কুল,2.238,0.2527,1.1563
অবনীর,2.4742,0.2574,1.1563
ভূত,3.0558,0.2192,1.1563
শনি,1.5051,0.0867,1.1562
দ্বাদশ,1.5315,0.0662,1.1562
বিক,1.5563,0.057,1.1562
বাউল,2.8228,0.1413,1.1562
অকস্মাৎ,2.617,0.2058,1.1561
আঁ,2.4281,0.1527,1.1561
পেশা,1.9638,0.1175,1.1561
তিল,2.1239,0.1513,1.156
বারবার,2.6893,0.166,1.156
প্রযোজ্য,1.4914,0.0572,1.1559
উত্তরে,2.6551,0.1901,1.1559
উইলসন,1.6128,0.067,1.1559
এইচ,1.8195,0.1168,1.1559
বিদ্যা,2.3766,0.1105,1.1559
আড্ড,1.9823,0.158,1.1559
কোঠায়,1.3424,0.0698,1.1559
বিধ্বস্ত,1.6721,0.0846,1.1559
বৈঠক,2.0645,0.1683,1.1558
মূল্য,2.6503,0.1573,1.1558
লাক,1.3222,0.0575,1.1558
সারে,1.7782,0.1716,1.1558
হাতিয়,1.7324,0.1068,1.1558
দামী,2.5611,0.1322,1.1558
মে,2.2227,0.2135,1.1558
রাখতে,1.7993,0.1349,1.1558
শোভা,2.2122,0.1819,1.1557
কীই,1.7076,0.0946,1.1557
পর্যবেক্ষণ,1.8195,0.1453,1.1557
এখনো,2.9983,0.1634,1.1557
মৌখিক,1.3802,0.0531,1.1557
সেজন্যে,2.2648,0.1324,1.1557
সিদ্ধান্ত,2.3365,0.1452,1.1556
কাহিনি,1.4314,0.0903,1.1556
পিছ,2.1644,0.2014,1.1555
জোগা,1.415,0.123,1.1555
গরু,2.4502,0.2237,1.1555
গুরু,2.6325,0.2176,1.1555
